Id,Label,meanabund,logmean,clusterId,color
58,Restriction mondification system,1e-06,-13.815510557964274,7,#999933
59,Isoprenoids,0.00507064674668587,-5.284286906065681,2,#DDCC77
60,NAD and NADP,0.00483499452060728,-5.331875283354196,0,#CC6677
61,Detoxification,0.00478514616738996,-5.342238707544823,6,#44AA99
62,ATP synthases,0.00464712775702438,-5.371505936891295,8,#AA4499
63,"Protein secretion system, Type II",0.00479346086638779,-5.340502609371694,0,#CC6677
64,Virulence,0.00460357845130352,-5.380921353716865,3,#117733
65,Coenzyme A,0.00457826360109054,-5.386435479142072,5,#882255
66,Metabolism of central aromatic intermediates,0.00465017962066632,-5.370849432028634,1,#332288
67,Nitrate and nitrite ammonification,0.00446136323178995,-5.412300902301849,0,#CC6677
68,"Type III, Type IV, Type VI, ESAT secretion systems",0.004386825126720379,-5.429149519292951,2,#DDCC77
69,Stress general,0.0038979102564129,-5.547314701144638,0,#CC6677
70,Social motility and nonflagellar swimming in bacteria,0.003780456225597,-5.577910582031267,4,#88CCEE
71,Transposable elements,0.0038117036879474,-5.569679027599827,6,#44AA99
72,Metabolite repair,0.0037319080734379297,-5.590835628283818,2,#DDCC77
73,Pyridoxine,0.0036896908135422,-5.602212614808278,5,#882255
74,Peripheral pathways for catabolism of aromatic compounds,0.0037735464566390604,-5.579740015028779,1,#332288
75,Ribonucleotide reduction,0.0033428002575899302,-5.700946422778862,3,#117733
76,Uni- Sym- and Antiporters,0.0033917413329758103,-5.686411821927304,5,#882255
77,Bacterial Cytoskeleton,0.0034238834967334803,-5.676979846768239,15,#000000
78,Organic sulfur assimilation,0.0034058877382176,-5.68224965729141,1,#332288
79,Tetrapyrroles,0.00295705981909085,-5.82355980866107,4,#88CCEE
80,Iron acquisition,0.00292544516091197,-5.834308618113533,10,#CCDDAA
81,CO2 fixation,0.00304478376131341,-5.794325394688906,4,#88CCEE
82,Formate hydrogenase,0.0026464103985801603,-5.93455112381215,4,#88CCEE
83,Polyhydroxybutyrate metabolism,0.0026953362613893104,-5.916232310089452,2,#DDCC77
84,Orphan regulatory proteins,0.00255689929945047,-5.968959965751887,3,#117733
85,Inorganic sulfur assimilation,0.00257992784743266,-5.959993846551042,16,#000000
86,Programmed Cell Death and Toxin-antitoxin Systems,0.00246448377353735,-6.005772915919498,3,#117733
87,Two Cell division clusters relating to chromosome partitioning,0.0024452107640951398,-6.013623957686586,0,#CC6677
88,Ligases,0.00433763599071671,-5.440425781874015,3,#117733
89,Sulfur general,0.00235655294958183,-6.050555342265898,6,#44AA99
90,Aminosugars,0.0021657859664856102,-6.134971950389469,7,#999933
91,Murein Hydrolases,0.0023024341724813898,-6.073788379828132,0,#CC6677
92,"Protein secretion system, Type VI",0.00225600718617363,-6.094158759990746,5,#882255
93,Macromolecular synthesis operon,0.0022578568729146103,-6.093339201926835,1,#332288
94,Respiration general,0.00215912523892569,-6.138052121292259,2,#DDCC77
95,Siderophores,0.00201432564299659,-6.207470808085532,2,#DDCC77
96,DMSP associated,0.00214679752793032,-6.143778069175996,7,#999933
97,Stress- Flavohaemoglobin,0.00203155905543645,-6.198951773091206,0,#CC6677
98,Transport of metals,0.00206972742695803,-6.180338358173195,17,#000000
99,Hemin transport,0.00208579674023124,-6.172604367116986,0,#CC6677
100,Phosphate transporter,0.00203912425904653,-6.195234848076216,7,#999933
101,Fe-S clusters,0.00197134992757876,-6.229036728477866,2,#DDCC77
102,Thioredoxin-disulfide reductase,0.0019527207959546102,-6.238531598928365,0,#CC6677
103,Ligases that form carbon-carbon bonds,1e-06,-13.815510557964274,3,#117733
104,Periplasmic Stress,0.00191213315119357,-6.259535827032071,4,#88CCEE
105,Iron transport,0.0018391705211746301,-6.2984406127132235,5,#882255
106,Selenoproteins,0.00170046199023631,-6.37685530587721,1,#332288
107,Lyases,0.00170305812247894,-6.375329748418956,2,#DDCC77
108,Transcriptional regulation,0.00160417697484954,-6.435144442176758,9,#CCEEFF
109,General Carbohydrate,0.00158086183305922,-6.449785116693121,9,#CCEEFF
110,Nucleosides general,0.0015200937877581,-6.488983243555037,9,#CCEEFF
111,"Bacteriocins, ribosomally synthesized antibacterial peptides",0.00139261821786375,-6.576569693634351,6,#44AA99
112,"DNA uptake, competence",0.0012692798836552801,-6.669305560072567,6,#44AA99
113,stress - carbon starvation,0.00127347785565229,-6.666003652268941,3,#117733
114,RNA metabolism,0.00118512718346386,-6.737905182336657,5,#882255
115,"DNA-binding regulatory proteins, strays",0.0012608314586711599,-6.675983887814738,7,#999933
116,"Phages, Prophages",0.00112423354443167,-6.790653769350381,6,#44AA99
117,Aromatic general,0.0010863893399379301,-6.824895613488975,9,#CCEEFF
118,Denitrification,0.00114087181400164,-6.775962559723099,11,#DDDDDD
119,DNA general,0.000948932071454958,-6.960173340994272,6,#44AA99
120,Molybdopterin,0.000999340262861776,-6.908415233842672,10,#CCDDAA
121,Tricarboxylate transport system,0.000935622152049186,-6.974298846697019,0,#CC6677
122,Triacylglycerols,0.0009143854875137231,-6.997258316657604,3,#117733
123,Broadly distributed proteins not in subsystems,0.0008944758901559551,-7.019272608809768,2,#DDCC77
124,Gram-Positive cell wall components,0.000845315952746454,-7.075800091917806,6,#44AA99
125,DNA recombination,0.000802140248521902,-7.128227091917637,0,#CC6677
