Id,Label,meanabund,logmean,clusterId,color
38,Quinone cofactors,0.007520236529580341,-4.890157688113395,6,#44AA99
39,Osmotic stress,0.007216995576664879,-4.931316537797152,5,#882255
40,Protein folding,0.007599841855227391,-4.879627840429063,4,#88CCEE
41,Phospholipids,0.00690634021493213,-4.9753154175538254,5,#882255
42,Histidine Metabolism,0.00733310134128825,-4.915356750071211,0,#CC6677
43,"Alanine, serine, and glycine",0.00688452694112769,-4.978478857785493,3,#117733
44,Fermentation,0.006376558734763629,-5.055126710410811,5,#882255
45,ABC transporters,0.0063892498813707295,-5.053138406940225,9,#CCEEFF
46,Ammonia assimilation,0.006327731432911129,-5.062813490487102,5,#882255
47,Organic acids,0.0059336143937068105,-5.12712174174825,6,#44AA99
48,Isoprenoids,0.0064974985136595,-5.036338020204407,1,#332288
49,Bacterial Chemotaxis,0.0056592859592771395,-5.174457550330079,7,#999933
50,stress- hemoglobins,0.00591596950909243,-5.130099888120424,1,#332288
51,Cell wall general,0.00624449587929755,-5.07605486255445,4,#88CCEE
52,Lipoic acid,0.005763264199435079,-5.156251263498062,3,#117733
53,"Protein and nucleoprotein secretion system, Type IV",0.00571217493997279,-5.165155427667906,1,#332288
54,Restriction mondification system,1e-06,-13.815510557964274,6,#44AA99
55,Protein processing and modification,0.00573639942235864,-5.160923543806761,0,#CC6677
56,"Riboflavin, FMN, FAD",0.0056142670949397705,-5.182444225590676,10,#CCDDAA
57,Proline and 4-hydroxyproline,0.00552063775529293,-5.199261889987677,2,#DDCC77
58,Sugar alcohols,0.00527682428033733,-5.244430824272154,5,#882255
59,Metabolism of central aromatic intermediates,0.00532184047614995,-5.235936081293403,0,#CC6677
60,"Protein secretion system, Type II",0.00510635431158002,-5.277269571348209,6,#44AA99
61,Nitrate and nitrite ammonification,0.0049078158835682,-5.316926266372534,7,#999933
62,NAD and NADP,0.00500875496737983,-5.296567904273991,6,#44AA99
63,Glutathione-regulated potassium-efflux system,0.004755171515632661,-5.348522513050104,5,#882255
64,Virulence,0.004775899511417461,-5.344172943436164,3,#117733
65,Detoxification,0.0047735845351576794,-5.344657781421931,3,#117733
66,ATP synthases,0.00462149260849302,-5.377037550634729,3,#117733
67,Organic sulfur assimilation,0.00472971834832322,-5.353889624060262,0,#CC6677
68,Coenzyme A,0.0044118095256754294,-5.4234703504005495,3,#117733
69,CO2 fixation,0.00418924066155108,-5.4752357878316955,5,#882255
70,Transposable elements,0.00402731526669211,-5.514655311949691,1,#332288
71,Pyridoxine,0.00406450428849342,-5.505463489668493,0,#CC6677
72,Tetrapyrroles,0.0037067382136323204,-5.5976029767751605,6,#44AA99
73,Stress general,0.0037013355479858703,-5.599061565546855,4,#88CCEE
74,Ribonucleotide reduction,0.00327596808619214,-5.721141854738356,4,#88CCEE
75,Polysaccharides,0.00332718428345462,-5.705628893201868,8,#AA4499
76,Peripheral pathways for catabolism of aromatic compounds,0.00330976479913095,-5.710878149782246,0,#CC6677
77,"Protein secretion system, Type VI",0.00303270773210579,-5.798299417561208,7,#999933
78,Metabolite repair,0.0031652460593952,-5.755524482523158,10,#CCDDAA
79,Uni- Sym- and Antiporters,0.0031902443818492,-5.747657756389526,1,#332288
80,Polyhydroxybutyrate metabolism,0.0033543761882092803,-5.697489460806516,8,#AA4499
81,Bacterial Cytoskeleton,0.0030596074898995604,-5.789468642519965,2,#DDCC77
82,Social motility and nonflagellar swimming in bacteria,0.00281633719806006,-5.872318104225754,6,#44AA99
83,Orphan regulatory proteins,0.00278004310963721,-5.88528884433608,3,#117733
84,Iron acquisition,0.00288702342260347,-5.847529265205234,12,#007788
85,Inorganic sulfur assimilation,0.00274223361303071,-5.898982503429327,1,#332288
86,Aminosugars,0.0027360470057908,-5.901241098890322,2,#DDCC77
87,Two Cell division clusters relating to chromosome partitioning,0.00265085885209477,-5.9328715963613865,6,#44AA99
88,Respiration general,0.00284119894011547,-5.863529153881844,1,#332288
89,Formate hydrogenase,0.0026040756201800397,-5.9506775150497715,9,#CCEEFF
90,Murein Hydrolases,0.00254075556897004,-5.975293774088113,0,#CC6677
91,Phosphate transporter,0.00239764815232008,-6.033266958613242,0,#CC6677
92,Ligases,0.00476292259413423,-5.346893808789439,8,#AA4499
93,Transport of metals,0.00245343973095367,-6.010264267254606,5,#882255
94,DMSP associated,0.00230853019642335,-6.071144235564184,0,#CC6677
95,Iron transport,0.0023887441936338897,-6.036987493125926,2,#DDCC77
96,Flavohaemoglobin,0.0024679454847415,-6.004369262023517,0,#CC6677
97,Selenoproteins,0.0021370448891711896,-6.148331297170287,1,#332288
98,Ligases,0.00476292259413423,-5.346893808789439,8,#AA4499
99,Programmed Cell Death and Toxin-antitoxin Systems,0.00206014832117099,-6.184977298204122,5,#882255
100,Thioredoxin-disulfide reductase,0.0021694635999958,-6.133275330928019,8,#AA4499
101,Macromolecular synthesis operon,0.00198914601836875,-6.22004986884927,2,#DDCC77
102,Transcriptional regulation,0.00203716663095655,-6.196195342944372,1,#332288
103,"Phages, Prophages",0.0019623464316935397,-6.233614362735858,6,#44AA99
104,Periplasmic Stress,0.00191612269969625,-6.257451561976472,7,#999933
105,Sulfur general,0.00197628242021108,-6.226537764661259,1,#332288
106,Siderophores,0.0016234777191017,-6.423184690505878,13,#000000
107,Lyases,0.00165373290027207,-6.404720182560104,0,#CC6677
108,General Carbohydrate,0.00173196493554023,-6.358498714115979,2,#DDCC77
109,Fe-S clusters,0.00169336899909454,-6.381035243824261,7,#999933
110,Hemin transport,0.0016240840472563699,-6.422811285345122,2,#DDCC77
111,"Bacteriocins, ribosomally synthesized antibacterial peptides",0.00151129444067947,-6.494788749897268,5,#882255
112,"DNA uptake, competence",0.00141808008088451,-6.5584513779361435,4,#88CCEE
113,Nucleosides general,0.0013961644612991199,-6.574026472627362,2,#DDCC77
114,stress - carbon starvation,0.00118173219245665,-6.740773957195113,0,#CC6677
115,Aromatic general,0.00114903263901472,-6.76883487406578,2,#DDCC77
116,Broadly distributed proteins not in subsystems,0.00107887250954936,-6.831838755804491,0,#CC6677
117,"DNA-binding regulatory proteins, strays",0.0011171687841191901,-6.796957665458704,2,#DDCC77
118,Denitrification,0.000977665572999026,-6.930342896306401,4,#88CCEE
119,Gram-Positive cell wall components,0.000988422565036459,-6.919400254247548,6,#44AA99
120,DNA recombination,0.0008991855507127039,-7.014021148001216,0,#CC6677
121,DNA general,0.000843199953926718,-7.078306434818167,1,#332288
122,Alkylphosphonate utilization,0.000862961369825662,-7.055140630541285,10,#CCDDAA
123,Molybdopterin,0.000969659874915515,-6.938565192373969,1,#332288
124,Triacylglycerols,0.000815757335208456,-7.111393630550326,3,#117733
125,Phage family-specific subsystems,0.0009106973164632289,-7.0012999700696765,2,#DDCC77
126,Pathogenicity islands,0.000743448887083042,-7.204210540784914,2,#DDCC77
127,Protein translocation across cytoplasmic membrane,0.0006769381422093411,-7.297930659670637,1,#332288
128,Creatine and Creatinine Degradation,0.000641407857597312,-7.351845020082859,9,#CCEEFF
129,Persister cells,0.0005950320936119179,-7.426895215029732,3,#117733
130,Spore,0.000727029166615098,-7.226543962095069,4,#88CCEE
131,Cold shock,0.000759024449500042,-7.1834765683074355,4,#88CCEE
132,Nitrogen metabolism,0.000606662707586442,-7.407537592539251,8,#AA4499
133,Dissimilatory nitrite reductase,0.0005542106971727991,-7.49796562371374,3,#117733
134,Ergothioneine Cyano,0.0005264169152655129,-7.5494170446063915,1,#332288
135,Anaerobic degradation of aromatic compounds,0.0005677257592414571,-7.47387207407425,6,#44AA99
136,Invasion and intracellular resistance,0.000543909856424475,-7.5167270299410065,7,#999933
137,General Stress Response and Stationary Phase Response,0.0005961334895024991,-7.425045940302398,4,#88CCEE
138,Cyanate hydrolysis,0.000480804242865679,-7.640050350186375,5,#882255
139,Amino acid racemase,0.000558026468732316,-7.4911041617038165,3,#117733
140,Nitrosative stress,0.00040910752045574705,-7.8015325502701245,2,#DDCC77
