Id,Label,meanabund,logmean,clusterId,color
43,"Riboflavin, FMN, FAD",0.00552315776535257,-5.19880552331579,0,#CC6677
44,Tetrapyrroles,0.0051450173200739795,-5.26972654331229,8,#AA4499
45,DNA general,0.0008679592888882,-7.0493657466064015,7,#999933
46,Restriction modification system,0.00468894490918319,-5.36254768789163,1,#332288
47,DNA recombination,0.000846040569167369,-7.074943245409267,0,#CC6677
48,DNA repair,0.0327905665763058,-3.417614409339031,0,#CC6677
49,DNA replication,0.0173261812952386,-4.055536551801266,4,#88CCEE
50,"DNA uptake, competence",0.0013901711572324698,-6.578328404720373,0,#CC6677
51,Spore,0.0011953117414180401,-6.729348256140179,5,#882255
52,Fatty acids general,0.0187295820794249,-3.9776510756728394,1,#332288
53,Polyhydroxybutyrate metabolism,0.0030678941902134898,-5.786763884268244,7,#999933
54,Isoprenoids,0.00658236886754484,-5.023360588167884,10,#CCDDAA
55,Phospholipids,0.00690572175989254,-4.975404970444789,0,#CC6677
56,Triacylglycerols,0.000713949716851577,-7.24469802268224,3,#117733
57,Iron transport,0.000984833574491127,-6.923037890975004,3,#117733
58,Hemin transport,1e-06,-13.815510557964274,4,#88CCEE
59,Iron acquisition,0.0036418422476737202,-5.615265613366693,1,#332288
60,Siderophores,0.0018415364261438899,-6.2971550415830215,5,#882255
61,Ton and tol transports,,,9,#CCEEFF
62,Transport of metals,0.00188189175392997,-6.275477755982136,1,#332288
63,Tricarboxylate transport system,0.0013202239527060002,-6.629953895633772,4,#88CCEE
64,ABC transporters,0.0101239738216186,-4.5928490220771385,3,#117733
65,"Protein and nucleoprotein secretion system, Type IV",0.0047426853667794895,-5.351151770618587,3,#117733
66,"Protein secretion system, Type II",0.00432470647121229,-5.44341100882922,5,#882255
67,"Protein secretion system, Type VI",0.00205259980875782,-6.188648089923365,3,#117733
68,Protein translocation across cytoplasmic membrane,0.0008110228513681441,-7.117214327466357,7,#999933
69,Uni- Sym- and Antiporters,0.00287791929428435,-5.850687713201901,5,#882255
70,Aromatic general,0.00132902222392754,-6.623311777097737,1,#332288
71,Benzoate transport and degradation cluster,0.000480326826986341,-7.641043796207584,3,#117733
72,Metabolism of central aromatic intermediates,0.00487888629489415,-5.322838303422227,1,#332288
73,Peripheral pathways for catabolism of aromatic compounds,0.00346710418275883,-5.664435562901251,1,#332288
74,Broadly distributed proteins not in subsystems,0.00102517276581762,-6.88289412857787,8,#AA4499
75,Lyases,0.0018160295164674398,-6.311102745373757,4,#88CCEE
76,Metabolite repair,0.00371801185530967,-5.594566201062452,8,#AA4499
77,Bacterial Chemotaxis,0.00508149568550729,-5.2821496344456955,2,#DDCC77
78,Flagellar motility in Prokaryota,0.012789436413652001,-4.3591357289711725,1,#332288
79,Social motility and nonflagellar swimming in bacteria,0.00343929957010831,-5.672487441669448,3,#117733
80,Ammonia assimilation,0.00799375453206203,-4.829094725686598,2,#DDCC77
81,Denitrification,0.000871240945389619,-7.045591988609692,3,#117733
82,Nitrate and nitrite ammonification,0.00397981834721259,-5.526519102131263,2,#DDCC77
83,Nucleosides general,0.00185729097294404,-6.288636319093972,6,#44AA99
84,Ribonucleotide reduction,0.0039495915588282395,-5.534143108243842,10,#CCDDAA
85,Purines,0.018416231467542,-3.994522858253296,0,#CC6677
86,Pyrimidines,0.0100116826840573,-4.604002599476856,2,#DDCC77
87,Phage family-specific subsystems,0.000379292501287323,-7.877202879337447,5,#882255
88,Pathogenicity islands,0.0006584894341476941,-7.325562082243464,1,#332288
89,"Phages, Prophages",0.00173217577533973,-6.358376987074639,5,#882255
90,Transposable elements,0.00210744908621042,-6.162277026761852,1,#332288
91,Alkylphosphonate utilization,0.0008136502572512741,-7.11397994368825,0,#CC6677
92,Phosphate transporter,0.00243108567897844,-6.019417339934195,7,#999933
93,Phosphate metabolism,0.0132945601107963,-4.320400341649405,0,#CC6677
94,Electron transport and photophosphorylation,0.000887501991732346,-7.027099792411761,1,#332288
95,Glutathione-regulated potassium-efflux system,0.004828403758619,-5.333239350697749,2,#DDCC77
96,Potassium homeostasis,0.0080620391295283,-4.820588760723116,3,#117733
97,Protein biosynthesis,0.0612803856530174,-2.792295460276239,2,#DDCC77
98,Protein degradation,0.0173980589743154,-4.0513966321844395,2,#DDCC77
99,Protein folding,0.00766567493631092,-4.871002716221682,0,#CC6677
100,Protein processing and modification,0.0057589167445658,-5.157005887140359,3,#117733
101,Selenoproteins,0.00206073425745672,-6.184692924030144,8,#AA4499
102,RNA metabolism,0.0008518082808184879,-7.068149078969834,3,#117733
103,RNA processing and modification,0.0320020144030811,-3.4419564280674004,0,#CC6677
104,Transcription,0.0150388577956859,-4.197117907780146,10,#CCDDAA
105,Regulation and cell signaling,0.014511485019565002,-4.232814872762929,1,#332288
106,"DNA-binding regulatory proteins, strays",0.000968308712978376,-6.939959603165259,5,#882255
107,Orphan regulatory proteins,0.00246259651438013,-6.006538992029176,8,#AA4499
108,Programmed Cell Death and Toxin-antitoxin Systems,0.00209948872888044,-6.166061426332436,1,#332288
109,Respiration-Biogenesis,0.007966355330158121,-4.832528189372891,6,#44AA99
110,Respiration general,0.0024905092338820198,-5.995268077815963,4,#88CCEE
111,Formate hydrogenase,0.00308345495325915,-5.781704572603554,5,#882255
112,ATP synthases,0.00563631669646049,-5.1785244948174265,2,#DDCC77
113,Electron accepting reactions,0.0145022002311815,-4.233454900985487,1,#332288
114,Electron donating reactions,0.0156354496380053,-4.158214530058902,0,#CC6677
115,stress- hemoglobins,0.00479794360901335,-5.339567867653011,6,#44AA99
116,stress - carbon starvation,0.000977162402587917,-6.9308576939545885,1,#332288
117,Stress- Flavohaemoglobin,0.0022223009461566,-6.109212157621373,2,#DDCC77
118,Stress general,0.0032773485851084697,-5.72072054168239,3,#117733
119,Cold shock,0.000571236282520545,-7.467707629137316,0,#CC6677
120,Detoxification,0.00456901980840677,-5.388456581018242,9,#CCEEFF
121,Heat shock,0.00849919008700213,-4.767784403907767,2,#DDCC77
122,Osmotic stress,0.00908895868601719,-4.700694933348497,9,#CCEEFF
123,Oxidative stress,0.0165037248517898,-4.104169174959661,0,#CC6677
124,Periplasmic Stress,0.0017923275760997,-6.324240181972351,2,#DDCC77
125,Sulfur general,0.00227301003267814,-6.086650320272752,1,#332288
126,DMSP associated,0.00293789282900112,-5.830062679431131,1,#332288
127,Sulfate reduction-associated complexes,7.710508480643241e-05,-9.470341328772859,4,#88CCEE
128,Thioredoxin-disulfide reductase,0.00197659996564435,-6.226377099403376,2,#DDCC77
129,Inorganic sulfur assimilation,0.00230475400165848,-6.07278133202133,9,#CCEEFF
130,Organic sulfur assimilation,0.0042558241511568,-5.459466845663694,6,#44AA99
131,Transcriptional regulation,0.00227588195012965,-6.085387631317313,2,#DDCC77
132,Virulence,0.005839140270581029,-5.143171706920642,2,#DDCC77
133,Resistance to antibiotics,0.0191559095511147,-3.9551440182129265,4,#88CCEE
134,Resistance to toxic compounds,0.0300342652883636,-3.505416372828264,3,#117733
135,"Type III, Type IV, Type VI, ESAT secretion systems",0.0046028854925425,-5.38107189115807,6,#44AA99
136,"Bacteriocins, ribosomally synthesized antibacterial peptides",0.00148479100831511,-6.512481251772933,7,#999933
137,Heme transport,0.00123034386454992,-6.700461583994001,5,#882255
